,Suburb,Rooms,Type,Method,SellerG,Regionname,Propertycount,Distance,CouncilArea,Bedroom2,Bathroom,Car,Landsize,BuildingArea,Price
333,Ascot Vale,2,u,S,Alexkarbon,Western Metropolitan,6567.0,5.9,Moonee Valley,2.0,1.0,1.0,0.0,62.0,442000.0
335,Ascot Vale,3,h,S,Alexkarbon,Western Metropolitan,6567.0,5.9,Moonee Valley,3.0,1.0,2.0,506.0,110.0,1037500.0
336,Ascot Vale,3,t,S,Jellis,Western Metropolitan,6567.0,5.9,Moonee Valley,3.0,2.0,2.0,318.0,160.0,1050000.0
337,Ascot Vale,2,u,S,McDonald,Western Metropolitan,6567.0,5.9,Moonee Valley,2.0,1.0,1.0,0.0,65.0,440000.0
339,Ascot Vale,4,h,S,Nelson,Western Metropolitan,6567.0,5.9,Moonee Valley,4.0,2.0,0.0,418.0,158.0,1430000.0
343,Ascot Vale,3,h,S,Nelson,Western Metropolitan,6567.0,5.9,Moonee Valley,3.0,2.0,1.0,272.0,157.0,1130000.0
344,Ascot Vale,3,h,S,Brad,Western Metropolitan,6567.0,5.9,Moonee Valley,3.0,1.0,1.0,296.0,104.0,1135000.0
345,Ascot Vale,4,h,PI,Nelson,Western Metropolitan,6567.0,5.9,Moonee Valley,4.0,2.0,1.0,298.0,147.0,950000.0
346,Ascot Vale,3,u,PI,Weda,Western Metropolitan,6567.0,5.9,Moonee Valley,3.0,2.0,1.0,0.0,148.0,790000.0
347,Ascot Vale,2,u,PI,Jellis,Western Metropolitan,6567.0,5.9,Moonee Valley,2.0,1.0,1.0,1957.0,69.0,390000.0
348,Ascot Vale,4,h,S,Jellis,Western Metropolitan,6567.0,5.9,Moonee Valley,4.0,1.0,1.0,552.0,155.0,1345000.0
349,Ascot Vale,3,h,S,Barry,Western Metropolitan,6567.0,5.9,Moonee Valley,3.0,2.0,2.0,416.0,168.0,1381500.0
350,Ascot Vale,3,h,S,Jellis,Western Metropolitan,6567.0,5.9,Moonee Valley,3.0,2.0,2.0,285.0,172.0,940000.0
351,Ascot Vale,3,h,S,Nelson,Western Metropolitan,6567.0,5.9,Moonee Valley,3.0,2.0,1.0,314.0,177.0,995000.0
353,Ascot Vale,3,h,S,Brad,Western Metropolitan,6567.0,5.9,Moonee Valley,3.0,2.0,1.0,576.0,120.0,786000.0
354,Ascot Vale,2,h,PI,Nelson,Western Metropolitan,6567.0,5.9,Moonee Valley,2.0,1.0,3.0,252.0,108.0,705000.0
355,Ascot Vale,2,h,PI,Nelson,Western Metropolitan,6567.0,5.9,Moonee Valley,2.0,1.0,1.0,124.0,77.0,760000.0
357,Ascot Vale,3,t,S,Nelson,Western Metropolitan,6567.0,5.9,Moonee Valley,3.0,2.0,2.0,200.0,144.0,1000000.0
362,Ascot Vale,3,h,S,Barry,Western Metropolitan,6567.0,5.9,Moonee Valley,2.0,1.0,1.0,278.0,166.0,1305000.0
365,Ascot Vale,3,h,S,Stockdale,Western Metropolitan,6567.0,5.9,Moonee Valley,3.0,1.0,1.0,452.0,175.0,1215000.0
366,Ascot Vale,2,u,S,Nelson,Western Metropolitan,6567.0,5.9,Moonee Valley,2.0,1.0,2.0,194.0,71.0,545000.0
367,Ascot Vale,4,h,S,Jellis,Western Metropolitan,6567.0,5.9,Moonee Valley,4.0,2.0,4.0,598.0,273.0,1705000.0
370,Ashburton,4,h,S,Marshall,Southern Metropolitan,3052.0,11.0,Boroondara,4.0,3.0,2.0,753.0,399.0,2650000.0
371,Ashburton,3,h,S,Jellis,Southern Metropolitan,3052.0,11.0,Boroondara,3.0,2.0,2.0,599.0,220.0,1670000.0
373,Ashburton,3,t,S,Fletchers,Southern Metropolitan,3052.0,11.0,Boroondara,3.0,3.0,4.0,310.0,315.0,2050000.0
376,Ashburton,3,h,S,Jellis,Southern Metropolitan,3052.0,11.0,Boroondara,3.0,2.0,2.0,731.0,149.0,1555000.0
377,Ashburton,3,h,PI,Marshall,Southern Metropolitan,3052.0,11.0,Boroondara,3.0,3.0,2.0,276.0,178.0,1100000.0
378,Ashburton,3,h,S,Buxton,Southern Metropolitan,3052.0,11.0,Boroondara,3.0,1.0,2.0,583.0,112.0,1337000.0
379,Ashburton,8,h,S,hockingstuart,Southern Metropolitan,3052.0,11.0,Boroondara,9.0,7.0,4.0,1472.0,618.0,2950000.0
381,Ashburton,3,h,S,Jellis,Southern Metropolitan,3052.0,11.0,Boroondara,3.0,2.0,2.0,516.0,145.0,1518000.0
382,Ashburton,3,h,S,hockingstuart,Southern Metropolitan,3052.0,11.0,Boroondara,3.0,1.0,2.0,806.0,101.0,1710000.0
383,Ashburton,3,h,S,Jellis,Southern Metropolitan,3052.0,11.0,Boroondara,3.0,1.0,3.0,780.0,152.0,1655000.0
384,Ashburton,4,h,VB,Marshall,Southern Metropolitan,3052.0,11.0,Boroondara,4.0,2.0,2.0,780.0,180.0,1550000.0
385,Ashburton,3,h,S,Jellis,Southern Metropolitan,3052.0,11.0,Boroondara,3.0,2.0,2.0,351.0,228.0,1662000.0
386,Ashburton,3,h,S,Jellis,Southern Metropolitan,3052.0,11.0,Boroondara,3.0,2.0,3.0,702.0,145.0,1665000.0
388,Ashburton,5,h,S,Jellis,Southern Metropolitan,3052.0,11.0,Boroondara,5.0,5.0,2.0,755.0,444.0,3510000.0
390,Ashburton,3,t,S,Jellis,Southern Metropolitan,3052.0,11.0,Boroondara,3.0,2.0,2.0,153.0,110.0,900000.0
392,Ashburton,5,h,S,Jellis,Southern Metropolitan,3052.0,11.0,Boroondara,6.0,4.0,2.0,1075.0,390.0,2752000.0
393,Ashburton,3,h,VB,Jellis,Southern Metropolitan,3052.0,11.0,Boroondara,3.0,2.0,2.0,710.0,139.0,1500000.0
394,Ashburton,4,h,S,Jellis,Southern Metropolitan,3052.0,11.0,Boroondara,4.0,2.0,4.0,749.0,206.0,1800000.0
395,Ashburton,3,h,S,Jellis,Southern Metropolitan,3052.0,11.0,Boroondara,3.0,2.0,3.0,724.0,168.0,1830000.0
396,Ashburton,3,h,S,Buxton,Southern Metropolitan,3052.0,11.0,Boroondara,3.0,1.0,1.0,605.0,111.0,1415000.0
397,Ashburton,2,h,PI,Jellis,Southern Metropolitan,3052.0,11.0,Boroondara,2.0,1.0,1.0,687.0,104.0,1440000.0
398,Ashburton,4,t,VB,Noel,Southern Metropolitan,3052.0,11.0,Boroondara,4.0,2.0,2.0,321.0,199.0,1250000.0
400,Ashburton,5,h,S,Marshall,Southern Metropolitan,3052.0,11.0,Boroondara,5.0,3.0,4.0,700.0,266.0,1600000.0
401,Ashburton,4,h,S,Jellis,Southern Metropolitan,3052.0,11.0,Boroondara,4.0,2.0,3.0,696.0,274.0,1860000.0
403,Ashburton,4,h,PI,hockingstuart,Southern Metropolitan,3052.0,11.0,Boroondara,4.0,2.0,2.0,514.0,240.0,1790000.0
404,Ashburton,4,h,S,Tim,Southern Metropolitan,3052.0,11.0,Boroondara,4.0,2.0,2.0,844.0,278.0,1950000.0
407,Ashburton,3,h,S,Marshall,Southern Metropolitan,3052.0,11.0,Boroondara,3.0,1.0,1.0,697.0,164.0,1650000.0
411,Ashwood,4,h,SP,Purplebricks,Southern Metropolitan,2894.0,12.2,Monash,4.0,3.0,2.0,372.0,201.0,1200000.0
412,Ashwood,2,h,VB,Jellis,Southern Metropolitan,2894.0,12.2,Monash,2.0,1.0,2.0,695.0,114.0,1075000.0
413,Ashwood,4,h,S,Fletchers,Southern Metropolitan,2894.0,12.2,Monash,2.0,2.0,2.0,621.0,203.0,1500000.0
415,Ashwood,2,t,S,hockingstuart,Southern Metropolitan,2894.0,12.2,Monash,2.0,1.0,2.0,367.0,110.0,700000.0
416,Ashwood,3,h,PI,Fletchers,Southern Metropolitan,2894.0,12.2,Monash,3.0,2.0,4.0,400.0,94.0,761000.0
419,Ashwood,3,h,S,Fletchers,Southern Metropolitan,2894.0,12.2,Monash,3.0,1.0,1.0,792.0,792.0,1365000.0
420,Ashwood,4,h,VB,Tim,Southern Metropolitan,2894.0,12.2,Monash,3.0,2.0,2.0,803.0,152.0,1100000.0
422,Ashwood,2,u,S,Ray,Southern Metropolitan,2894.0,12.2,Monash,2.0,1.0,1.0,216.0,90.0,690000.0
423,Ashwood,3,h,S,Jellis,Southern Metropolitan,2894.0,12.2,Monash,3.0,2.0,3.0,782.0,215.0,1631000.0
424,Ashwood,4,h,S,Buxton,Southern Metropolitan,2894.0,12.2,Monash,4.0,2.0,1.0,593.0,255.0,1500000.0
426,Ashwood,5,h,S,Buxton,Southern Metropolitan,2894.0,12.2,Monash,5.0,3.0,2.0,585.0,317.0,1529500.0
427,Ashwood,2,u,S,Noel,Southern Metropolitan,2894.0,12.2,Monash,2.0,1.0,1.0,153.0,80.0,600000.0
430,Ashwood,4,h,S,Tim,Southern Metropolitan,2894.0,12.2,Monash,4.0,2.0,2.0,766.0,192.0,1240000.0
431,Ashwood,2,u,S,hockingstuart,Southern Metropolitan,2894.0,12.2,Monash,2.0,1.0,2.0,192.0,88.0,700000.0
433,Ashwood,2,h,S,Fletchers,Southern Metropolitan,2894.0,12.2,Monash,2.0,1.0,1.0,586.0,86.0,1110000.0
434,Ashwood,3,h,S,Jellis,Southern Metropolitan,2894.0,12.2,Monash,3.0,1.0,1.0,760.0,120.0,1305000.0
435,Ashwood,3,h,S,Noel,Southern Metropolitan,2894.0,12.2,Monash,3.0,2.0,1.0,320.0,85.0,855000.0
436,Ashwood,3,t,S,Jellis,Southern Metropolitan,2894.0,12.2,Monash,3.0,2.0,2.0,256.0,134.0,900500.0
437,Ashwood,3,h,VB,Buxton,Southern Metropolitan,2894.0,12.2,Monash,3.0,2.0,2.0,839.0,198.0,1200000.0
438,Ashwood,3,t,S,Barry,Southern Metropolitan,2894.0,12.2,Monash,2.0,1.0,2.0,212.0,130.0,830000.0
439,Avondale Heights,3,h,S,Moonee,Western Metropolitan,4502.0,10.5,Moonee Valley,3.0,1.0,1.0,593.0,118.0,850000.0
440,Avondale Heights,3,h,SP,Moonee,Western Metropolitan,4502.0,10.5,Moonee Valley,3.0,1.0,1.0,0.0,103.0,750000.0
441,Avondale Heights,3,t,S,Nelson,Western Metropolitan,4502.0,10.5,Moonee Valley,3.0,3.0,1.0,557.0,181.0,851000.0
444,Avondale Heights,4,h,S,Nelson,Western Metropolitan,4502.0,10.5,Moonee Valley,3.0,2.0,2.0,569.0,225.0,1155000.0
448,Avondale Heights,3,h,S,Nelson,Western Metropolitan,4502.0,10.5,Moonee Valley,3.0,1.0,2.0,570.0,120.0,680000.0
451,Avondale Heights,3,h,SP,Moonee,Western Metropolitan,4502.0,10.5,Moonee Valley,3.0,1.0,1.0,550.0,143.0,627500.0
453,Avondale Heights,4,h,S,Moonee,Western Metropolitan,4502.0,10.5,Moonee Valley,4.0,3.0,3.0,761.0,281.0,950000.0
464,Avondale Heights,3,h,S,Moonee,Western Metropolitan,4502.0,10.5,Moonee Valley,3.0,1.0,2.0,766.0,149.0,850000.0
466,Avondale Heights,3,h,S,Nelson,Western Metropolitan,4502.0,10.5,Moonee Valley,3.0,1.0,1.0,581.0,106.0,705000.0
467,Avondale Heights,4,h,VB,Brad,Western Metropolitan,4502.0,10.5,Moonee Valley,4.0,3.0,2.0,873.0,395.0,1100000.0
468,Avondale Heights,3,h,S,Nelson,Western Metropolitan,4502.0,10.5,Moonee Valley,3.0,1.0,1.0,586.0,118.0,892500.0
470,Avondale Heights,2,h,S,Nelson,Western Metropolitan,4502.0,10.5,Moonee Valley,2.0,1.0,1.0,220.0,101.0,522500.0
471,Avondale Heights,4,h,PI,Nelson,Western Metropolitan,4502.0,10.5,Moonee Valley,4.0,2.0,2.0,554.0,140.0,680000.0
475,Avondale Heights,3,h,S,Edward,Western Metropolitan,4502.0,10.5,Moonee Valley,3.0,1.0,3.0,812.0,117.0,875000.0
478,Avondale Heights,4,h,S,Nelson,Western Metropolitan,4502.0,10.5,Moonee Valley,4.0,2.0,2.0,589.0,150.0,762000.0
479,Avondale Heights,2,u,PI,Barry,Western Metropolitan,4502.0,10.5,Moonee Valley,2.0,1.0,1.0,0.0,85.0,411000.0
482,Avondale Heights,3,h,S,Nelson,Western Metropolitan,4502.0,10.5,Moonee Valley,3.0,2.0,2.0,593.0,103.0,805000.0
485,Avondale Heights,3,h,S,Nelson,Western Metropolitan,4502.0,10.5,Moonee Valley,4.0,2.0,1.0,582.0,153.0,634000.0
489,Balaclava,4,h,S,Gary,Southern Metropolitan,2952.0,6.6,Port Phillip,3.0,2.0,1.0,244.0,180.0,1819000.0
490,Balaclava,2,u,PI,hockingstuart,Southern Metropolitan,2952.0,6.6,Port Phillip,2.0,1.0,2.0,0.0,61.0,410000.0
492,Balaclava,2,t,S,Gary,Southern Metropolitan,2952.0,6.6,Port Phillip,2.0,1.0,2.0,114.0,120.0,1015000.0
493,Balaclava,2,u,S,Buxton,Southern Metropolitan,2952.0,6.6,Port Phillip,2.0,1.0,1.0,0.0,65.0,502500.0
494,Balaclava,2,u,S,Gary,Southern Metropolitan,2952.0,6.6,Port Phillip,2.0,1.0,0.0,0.0,58.0,520000.0
495,Balaclava,2,u,SP,Buxton,Southern Metropolitan,2952.0,6.6,Port Phillip,2.0,1.0,1.0,0.0,61.0,442000.0
496,Balaclava,3,h,S,McGrath,Southern Metropolitan,2952.0,6.6,Port Phillip,3.0,1.0,1.0,178.0,100.0,1193000.0
497,Balaclava,2,u,S,Chisholm,Southern Metropolitan,2952.0,6.6,Port Phillip,2.0,1.0,1.0,0.0,49.0,416000.0
499,Balaclava,2,u,S,hockingstuart,Southern Metropolitan,2952.0,6.6,Port Phillip,2.0,1.0,1.0,0.0,59.0,474000.0
500,Balaclava,2,h,S,Buxton,Southern Metropolitan,2952.0,6.6,Port Phillip,2.0,1.0,0.0,159.0,84.0,981000.0
501,Balaclava,3,h,S,McGrath,Southern Metropolitan,2952.0,6.6,Port Phillip,3.0,2.0,2.0,339.0,159.0,1690000.0
502,Balaclava,2,u,VB,McGrath,Southern Metropolitan,2952.0,6.6,Port Phillip,2.0,1.0,1.0,483.0,51.0,540000.0
506,Balwyn,2,h,S,Marshall,Southern Metropolitan,5682.0,9.7,Boroondara,2.0,1.0,1.0,659.0,123.0,2100000.0
507,Balwyn,4,h,VB,Marshall,Southern Metropolitan,5682.0,9.7,Boroondara,4.0,2.0,2.0,715.0,218.0,1800000.0
508,Balwyn,2,t,S,Noel,Southern Metropolitan,5682.0,9.7,Boroondara,2.0,1.0,1.0,208.0,129.0,1255000.0
509,Balwyn,3,u,SA,Philip,Southern Metropolitan,5682.0,9.7,Boroondara,3.0,2.0,2.0,206.0,112.0,1070000.0
510,Balwyn,5,h,PI,RT,Southern Metropolitan,5682.0,9.7,Boroondara,5.0,3.0,2.0,715.0,420.0,2570000.0
511,Balwyn,4,h,VB,RW,Southern Metropolitan,5682.0,9.7,Boroondara,4.0,2.0,2.0,744.0,226.0,2400000.0
512,Balwyn,3,h,S,North,Southern Metropolitan,5682.0,9.7,Boroondara,3.0,3.0,2.0,651.0,266.0,2200000.0
513,Balwyn,5,h,PI,hockingstuart,Southern Metropolitan,5682.0,9.7,Boroondara,5.0,5.0,2.0,651.0,410.0,3250000.0
514,Balwyn,2,u,S,Noel,Southern Metropolitan,5682.0,9.7,Boroondara,2.0,1.0,1.0,122.0,97.0,806000.0
515,Balwyn,6,h,VB,Jellis,Southern Metropolitan,5682.0,9.7,Boroondara,6.0,4.0,7.0,2051.0,449.0,4000000.0
517,Balwyn,5,h,PI,Noel,Southern Metropolitan,5682.0,9.7,Boroondara,5.0,3.0,2.0,600.0,356.0,2250000.0
521,Balwyn,5,h,VB,Marshall,Southern Metropolitan,5682.0,9.7,Boroondara,5.0,3.0,2.0,678.0,349.0,2800000.0
524,Balwyn,2,h,VB,Fletchers,Southern Metropolitan,5682.0,9.7,Boroondara,3.0,1.0,1.0,1015.0,166.0,1850000.0
526,Balwyn,3,h,VB,Marshall,Southern Metropolitan,5682.0,9.7,Boroondara,3.0,1.0,1.0,188.0,110.0,700000.0
528,Balwyn,2,h,S,Marshall,Southern Metropolitan,5682.0,9.7,Boroondara,2.0,1.0,1.0,0.0,72.0,500000.0
529,Balwyn,3,h,SP,Jellis,Southern Metropolitan,5682.0,9.7,Boroondara,3.0,2.0,2.0,699.0,252.0,2125000.0
530,Balwyn,4,h,PI,Jellis,Southern Metropolitan,5682.0,9.7,Boroondara,3.0,2.0,2.0,577.0,200.0,1800000.0
531,Balwyn,2,u,S,Fletchers,Southern Metropolitan,5682.0,9.7,Boroondara,2.0,1.0,1.0,0.0,70.0,635000.0
532,Balwyn,2,u,S,hockingstuart,Southern Metropolitan,5682.0,9.7,Boroondara,2.0,1.0,1.0,0.0,73.0,526000.0
534,Balwyn,3,h,S,Kay,Southern Metropolitan,5682.0,9.7,Boroondara,3.0,1.0,2.0,281.0,150.0,905000.0
535,Balwyn,4,h,PI,Ascend,Southern Metropolitan,5682.0,9.7,Boroondara,4.0,3.0,2.0,453.0,308.0,1750000.0
536,Balwyn,2,t,S,Christopher,Southern Metropolitan,5682.0,9.7,Boroondara,2.0,1.0,1.0,121.0,100.0,760000.0
538,Balwyn,3,t,S,Jellis,Southern Metropolitan,5682.0,9.7,Boroondara,3.0,2.0,2.0,219.0,164.0,1367000.0
541,Balwyn,4,t,PI,Noel,Southern Metropolitan,5682.0,9.7,Boroondara,4.0,3.0,2.0,241.0,240.0,1400000.0
542,Balwyn,4,h,S,Fletchers,Southern Metropolitan,5682.0,9.7,Boroondara,4.0,2.0,4.0,935.0,241.0,3270000.0
543,Balwyn,2,u,PI,Jellis,Southern Metropolitan,5682.0,9.7,Boroondara,2.0,1.0,1.0,115.0,104.0,625000.0
545,Balwyn,3,h,S,Marshall,Southern Metropolitan,5682.0,9.7,Boroondara,3.0,1.0,4.0,671.0,465.0,1860000.0
546,Balwyn,4,h,S,RT,Southern Metropolitan,5682.0,9.7,Boroondara,4.0,3.0,2.0,674.0,336.0,2730000.0
548,Balwyn,2,u,VB,Jellis,Southern Metropolitan,5682.0,9.7,Boroondara,2.0,1.0,1.0,0.0,79.0,460000.0
550,Balwyn,2,u,S,Fletchers,Southern Metropolitan,5682.0,9.7,Boroondara,2.0,1.0,2.0,231.0,98.0,1053000.0
552,Balwyn,3,t,S,Noel,Southern Metropolitan,5682.0,9.7,Boroondara,3.0,2.0,2.0,306.0,170.0,1472000.0
555,Balwyn,2,u,PI,Marshall,Southern Metropolitan,5682.0,9.7,Boroondara,2.0,1.0,1.0,87.0,88.0,754000.0
557,Balwyn,5,h,VB,Jellis,Southern Metropolitan,5682.0,9.7,Boroondara,5.0,6.0,4.0,739.0,502.0,3400000.0
558,Balwyn,4,h,S,Marshall,Southern Metropolitan,5682.0,9.7,Boroondara,4.0,2.0,2.0,752.0,253.0,2188000.0
559,Balwyn,2,u,PI,Noel,Southern Metropolitan,5682.0,9.7,Boroondara,2.0,1.0,1.0,213.0,92.0,755000.0
561,Balwyn,4,h,S,Jellis,Southern Metropolitan,5682.0,9.7,Boroondara,4.0,3.0,2.0,1007.0,350.0,3290000.0
564,Balwyn,4,h,S,Fletchers,Southern Metropolitan,5682.0,9.7,Boroondara,4.0,2.0,1.0,685.0,207.0,2410000.0
565,Balwyn,2,u,S,Jellis,Southern Metropolitan,5682.0,9.7,Boroondara,2.0,1.0,1.0,0.0,150.0,650000.0
569,Balwyn,4,h,PI,hockingstuart,Southern Metropolitan,5682.0,9.7,Boroondara,3.0,1.0,2.0,739.0,291.0,2000000.0
570,Balwyn,4,h,S,Mandy,Southern Metropolitan,5682.0,9.7,Boroondara,4.0,2.0,1.0,665.0,155.0,1900000.0
571,Balwyn,3,h,S,Jellis,Southern Metropolitan,5682.0,9.7,Boroondara,3.0,2.0,1.0,706.0,166.0,3401000.0
572,Balwyn,3,h,VB,Jellis,Southern Metropolitan,5682.0,9.7,Boroondara,3.0,2.0,3.0,613.0,193.0,1750000.0
575,Balwyn,5,h,PI,Jellis,Southern Metropolitan,5682.0,9.7,Boroondara,5.0,3.0,2.0,715.0,420.0,3020000.0
577,Balwyn,5,h,S,Marshall,Southern Metropolitan,5682.0,9.7,Boroondara,4.0,2.0,2.0,981.0,260.0,2450000.0
579,Balwyn,2,u,S,hockingstuart,Southern Metropolitan,5682.0,9.7,Boroondara,2.0,1.0,1.0,130.0,80.0,730000.0
581,Balwyn,3,h,SP,Noel,Southern Metropolitan,5682.0,9.7,Boroondara,3.0,2.0,2.0,404.0,190.0,1500000.0
583,Balwyn,4,h,VB,Marshall,Southern Metropolitan,5682.0,9.7,Boroondara,3.0,1.0,1.0,672.0,115.0,1700000.0
585,Balwyn North,3,t,S,hockingstuart,Southern Metropolitan,7809.0,9.2,Boroondara,3.0,2.0,2.0,260.0,167.0,1315000.0
586,Balwyn North,3,h,PI,Jellis,Southern Metropolitan,7809.0,9.2,Boroondara,3.0,2.0,1.0,778.0,154.0,1500000.0
587,Balwyn North,4,h,S,Jellis,Southern Metropolitan,7809.0,9.2,Boroondara,4.0,4.0,3.0,1135.0,275.0,3230000.0
590,Balwyn North,4,h,S,Noel,Southern Metropolitan,7809.0,9.2,Boroondara,4.0,2.0,2.0,647.0,185.0,1905000.0
591,Balwyn North,5,h,PI,hockingstuart,Southern Metropolitan,7809.0,9.2,Boroondara,5.0,4.0,2.0,760.0,477.0,3300000.0
592,Balwyn North,4,h,VB,Fletchers,Southern Metropolitan,7809.0,9.2,Boroondara,4.0,2.0,2.0,642.0,215.0,1900000.0
593,Balwyn North,3,h,S,Marshall,Southern Metropolitan,7809.0,9.2,Boroondara,3.0,1.0,2.0,888.0,137.0,2251000.0
594,Balwyn North,4,h,PI,RW,Southern Metropolitan,7809.0,9.2,Boroondara,4.0,2.0,2.0,750.0,214.0,2205000.0
595,Balwyn North,3,h,S,hockingstuart,Southern Metropolitan,7809.0,9.2,Boroondara,3.0,2.0,1.0,347.0,160.0,1265000.0
597,Balwyn North,4,h,S,Kay,Southern Metropolitan,7809.0,9.2,Boroondara,4.0,2.0,2.0,673.0,185.0,1750000.0
598,Balwyn North,3,h,VB,Jellis,Southern Metropolitan,7809.0,9.2,Boroondara,3.0,1.0,2.0,665.0,124.0,1450000.0
599,Balwyn North,4,h,S,Fletchers,Southern Metropolitan,7809.0,9.2,Boroondara,4.0,2.0,2.0,772.0,150.0,2614000.0
600,Balwyn North,4,h,S,Fletchers,Southern Metropolitan,7809.0,9.2,Boroondara,4.0,2.0,3.0,736.0,225.0,1825000.0
603,Balwyn North,5,h,PI,Jellis,Southern Metropolitan,7809.0,9.2,Boroondara,3.0,4.0,2.0,886.0,520.0,3250000.0
605,Balwyn North,3,t,S,Christopher,Southern Metropolitan,7809.0,9.2,Boroondara,3.0,2.0,1.0,207.0,144.0,1150000.0
608,Balwyn North,4,h,S,hockingstuart,Southern Metropolitan,7809.0,9.2,Boroondara,4.0,2.0,2.0,662.0,330.0,1572000.0
611,Balwyn North,5,h,VB,Jellis,Southern Metropolitan,7809.0,9.2,Boroondara,5.0,3.0,2.0,705.0,365.0,1750000.0
612,Balwyn North,4,h,VB,Jellis,Southern Metropolitan,7809.0,9.2,Boroondara,4.0,2.0,2.0,619.0,254.0,1850000.0
615,Balwyn North,4,h,PI,RW,Southern Metropolitan,7809.0,9.2,Boroondara,4.0,3.0,2.0,1274.0,275.0,2130000.0
617,Balwyn North,5,h,S,RW,Southern Metropolitan,7809.0,9.2,Boroondara,4.0,4.0,2.0,624.0,154.0,3690000.0
618,Balwyn North,4,h,VB,Jellis,Southern Metropolitan,7809.0,9.2,Boroondara,4.0,2.0,2.0,610.0,275.0,1740000.0
619,Balwyn North,4,h,PI,Jellis,Southern Metropolitan,7809.0,9.2,Boroondara,4.0,3.0,2.0,657.0,355.0,2575000.0
620,Balwyn North,4,h,S,Jellis,Southern Metropolitan,7809.0,9.2,Boroondara,3.0,2.0,1.0,517.0,247.0,1388800.0
622,Balwyn North,4,h,VB,Fletchers/One,Southern Metropolitan,7809.0,9.2,Boroondara,4.0,2.0,4.0,587.0,165.0,1800000.0
623,Balwyn North,4,h,S,Marshall,Southern Metropolitan,7809.0,9.2,Boroondara,4.0,3.0,2.0,1070.0,247.0,2910000.0
628,Balwyn North,5,h,VB,Noel,Southern Metropolitan,7809.0,9.2,Boroondara,5.0,3.0,2.0,900.0,355.0,2200000.0
632,Balwyn North,3,h,VB,Fletchers,Southern Metropolitan,7809.0,9.2,Boroondara,3.0,2.0,3.0,763.0,168.0,1700000.0
635,Balwyn North,3,h,S,Noel,Southern Metropolitan,7809.0,9.2,Boroondara,3.0,3.0,1.0,310.0,188.0,1230000.0
636,Balwyn North,7,h,PI,Barry,Southern Metropolitan,7809.0,9.2,Boroondara,5.0,3.0,3.0,637.0,529.0,2600000.0
637,Balwyn North,4,h,S,Fletchers,Southern Metropolitan,7809.0,9.2,Boroondara,3.0,3.0,2.0,665.0,232.0,1950000.0
638,Balwyn North,5,h,PI,RW,Southern Metropolitan,7809.0,9.2,Boroondara,5.0,2.0,2.0,710.0,170.0,1750000.0
639,Balwyn North,5,h,S,Fletchers,Southern Metropolitan,7809.0,9.2,Boroondara,5.0,2.0,2.0,1002.0,244.0,2000000.0
640,Balwyn North,3,h,PI,Jellis,Southern Metropolitan,7809.0,9.2,Boroondara,3.0,1.0,4.0,605.0,116.0,1480000.0
641,Balwyn North,4,h,PI,Nelson,Southern Metropolitan,7809.0,9.2,Boroondara,4.0,3.0,2.0,1247.0,50.0,3000000.0
642,Balwyn North,3,h,S,Fletchers,Southern Metropolitan,7809.0,9.2,Boroondara,3.0,1.0,1.0,722.0,90.0,1818000.0
644,Balwyn North,4,h,PI,Jellis,Southern Metropolitan,7809.0,9.2,Boroondara,4.0,2.0,2.0,1235.0,196.0,2525000.0
645,Balwyn North,4,h,S,Assisi,Southern Metropolitan,7809.0,9.2,Boroondara,4.0,3.0,1.0,904.0,420.0,3360000.0
647,Balwyn North,3,h,S,Noel,Southern Metropolitan,7809.0,9.2,Boroondara,3.0,1.0,2.0,713.0,720.0,1903000.0
649,Balwyn North,4,h,PI,Marshall,Southern Metropolitan,7809.0,9.2,Boroondara,4.0,3.0,2.0,869.0,170.0,1720000.0
652,Balwyn North,4,h,S,Fletchers,Southern Metropolitan,7809.0,9.2,Boroondara,4.0,2.0,2.0,667.0,201.0,1675000.0
653,Balwyn North,4,t,S,Noel,Southern Metropolitan,7809.0,9.2,Boroondara,4.0,3.0,1.0,362.0,200.0,1680000.0
656,Balwyn North,5,h,PI,Marshall,Southern Metropolitan,7809.0,9.2,Boroondara,5.0,5.0,4.0,1364.0,518.0,4000000.0
658,Balwyn North,4,h,S,Fletchers,Southern Metropolitan,7809.0,9.2,Boroondara,4.0,2.0,2.0,1010.0,250.0,2205000.0
660,Balwyn North,3,h,VB,Jellis,Southern Metropolitan,7809.0,9.2,Boroondara,3.0,2.0,3.0,949.0,175.0,2100000.0
662,Balwyn North,2,h,SP,Jellis,Southern Metropolitan,7809.0,9.2,Boroondara,2.0,1.0,1.0,177.0,85.0,685000.0
663,Balwyn North,6,h,VB,hockingstuart,Southern Metropolitan,7809.0,9.2,Boroondara,6.0,1.0,6.0,691.0,5.0,1900000.0
664,Balwyn North,3,h,S,Fletchers,Southern Metropolitan,7809.0,9.2,Boroondara,3.0,2.0,2.0,368.0,177.0,1335000.0
667,Balwyn North,4,h,VB,One,Southern Metropolitan,7809.0,9.2,Boroondara,4.0,2.0,4.0,587.0,165.0,1900000.0
670,Balwyn North,2,u,S,Fletchers,Southern Metropolitan,7809.0,9.2,Boroondara,2.0,1.0,1.0,250.0,112.0,1040000.0
672,Balwyn North,4,h,VB,Marshall,Southern Metropolitan,7809.0,9.2,Boroondara,4.0,2.0,2.0,644.0,153.0,1250000.0
